EntrezID,GeneID,Symbol,Description,Protein Name,UniProt ID
11129,ENSG00000104859,CLASRP,CLK4 associating serine/arginine rich protein,CLK4-associating serine/arginine rich protein,B4DDT8; F8WAG9; Q96DX2; A0A0A0MQS2; Q6UW71; O96026; Q8N2M8
11130,ENSG00000122952,ZWINT,ZW10 interacting kinetochore protein,ZW10 interactor,A6NNV6; Q9BWD0; O95229; Q0D2I3
11131,ENSG00000137225,CAPN11,calpain 11,Calpain-11,Q9UMQ6; B2RA64; Q8N4R5; Q5T3G1
11132,ENSG00000142330,CAPN10,calpain 10,Calpain-10,Q9HC90; A8MVS7; Q9HC92; Q96JI2; Q8NCD4; Q9HC95; Q9HC93; Q9HC94; Q4ZFV1; Q9HC89; Q9HC96; Q96IG4; Q9HC91
11133,ENSG00000118162,KPTN,"kaptin, actin binding protein",KICSTOR complex protein kaptin,Q96GT1; B4DQ76; B3KN86; Q9Y664
11135,ENSG00000128283,CDC42EP1,CDC42 effector protein 1,Cdc42 effector protein 1,A8K825; Q96GN1; Q00587
11136,ENSG00000021488,SLC7A9,solute carrier family 7 member 9,"b(0,+)-type amino acid transporter 1",P82251; B2R9A6
11137,ENSG00000136045,PWP1,"PWP1 homolog, endonuclein",Periodic tryptophan protein 1 homolog,Q13610; A8K3R6; Q7Z3X9
11138,ENSG00000204634,TBC1D8,TBC1 domain family member 8,TBC1 domain family member 8,A8K9W1; A6NDL4; O95759; B9A6K4; Q53SQ4; Q9UQ32
11140,ENSG00000105401,CDC37,"cell division cycle 37, HSP90 cochaperone",Hsp90 co-chaperone Cdc37,Q53YA2; Q16543
11141,ENSG00000169306,IL1RAPL1,interleukin 1 receptor accessory protein like 1,Interleukin-1 receptor accessory protein-like 1,A0AVG4; Q9UJ53; Q9NZN1
11142,ENSG00000168734,PKIG,cAMP-dependent protein kinase inhibitor gamma,cAMP-dependent protein kinase inhibitor gamma,Q9Y2B9
11143,ENSG00000136504,KAT7,lysine acetyltransferase 7,Histone acetyltransferase KAT7,B4DF85; B4DFB4; B3KN74; B4DFE0; B4DGY4; E7ER15; O95251; G5E9K7
11144,ENSG00000100206,DMC1,DNA meiotic recombinase 1,Meiotic recombination protein DMC1/LIM15 homolog,Q14565; Q99498; A8K9A2; Q08AI1; Q9UH11; B4DMW6
11145,ENSG00000176485,PLAAT3,phospholipase A and acyltransferase 3,Phospholipase A and acyltransferase 3,B2R7Q4; B7XAK5; P53816; Q3SYI3; Q9HDD1
11146,ENSG00000174842,GLMN,"glomulin, FKBP associated protein",Glomulin,Q92990; Q5VVC3; Q9BVE8
11147,ENSG00000197568,ANKRD13C-DT,ANKRD13C divergent transcript,-,-
11148,ENSG00000114455,HHLA2,HHLA2 member of B7 family,HERV-H LTR-associating protein 2,Q9UM44; D3DN60; Q9NWQ6; B4DKN2
11149,ENSG00000112276,BVES,blood vessel epicardial substance,Blood vessel epicardial substance,Q9UNG6; Q5T551; E1P5D8; Q8NE79; A8K1R4; Q9HBV0; Q5T550; Q8IWC6
11151,ENSG00000102879,CORO1A,coronin 1A,Coronin-1A,B2RBL1; P31146; Q2YD73
11152,ENSG00000196998,WDR45,WD repeat domain 45,WD repeat domain phosphoinositide-interacting protein 4,Q9Y484; Q6NT94; B7WPI2; Q5MNZ5; Q96H03; A6NGH5; Q6IBS7
11153,ENSG00000198855,FICD,FIC domain protein adenylyltransferase,Protein adenylyltransferase FICD,Q9BVA6; O75406
11154,ENSG00000100478,AP4S1,adaptor related protein complex 4 subunit sigma 1,AP-4 complex subunit sigma-1,Q9Y587; Q6IAQ4; G3V2N8; Q9BVE7; Q86U36
11155,ENSG00000122367,LDB3,LIM domain binding 3,LIM domain-binding protein 3,O75112; Q9Y4Z5; Q9Y4Z3; Q9Y4Z4; A6NIV4; Q5K6N9; A2TDB7; Q96FH2; B4E3K3; Q5K6P0; Q5K6P1
11156,ENSG00000184489,PTP4A3,protein tyrosine phosphatase 4A3,Protein tyrosine phosphatase type IVA 3,O75365; Q9BTW5; Q8IVN5; Q99849
11157,ENSG00000164167,LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",U6 snRNA-associated Sm-like protein LSm6,Q9Y4Y8; Q4W5J5; P62312
11158,ENSG00000079974,RABL2B,"RAB, member of RAS oncogene family like 2B",Rab-like protein 2B,Q96C33; Q5TZT8; Q9UNT1
11159,ENSG00000144134,RABL2A,"RAB, member of RAS oncogene family like 2A",Rab-like protein 2A,B7ZBD6; Q9UBK7; Q9NU37
11160,ENSG00000147475,ERLIN2,ER lipid raft associated 2,Erlin-2,Q6NW21; O94905; B4DM38; D3DSW0; A8K5S9; Q86VS6; Q86W49; A0JLQ1
11161,ENSG00000133935,ERG28,ergosterol biosynthesis 28 homolog,Ergosterol biosynthetic protein 28 homolog,Q9UKR5; Q9UPI2; Q9P093
11162,ENSG00000170917,NUDT6,nudix hydrolase 6,Nucleoside diphosphate-linked moiety X motif 6,P53370; O95097; A8K756; Q9UQD9
11163,ENSG00000173598,NUDT4,nudix hydrolase 4,Diphosphoinositol polyphosphate phosphohydrolase 2; Diphosphoinositol polyphosphate phosphohydrolase NUDT4B,Q9NZJ9; B7Z916; Q9NPC5; Q9NZK1; Q9NS30; Q9NZK0; Q4AEJ6; Q53EZ2; Q68DD7; A0A024RBG1
11164,ENSG00000165609,NUDT5,nudix hydrolase 5,ADP-sugar pyrophosphatase,Q9UH49; A8K516; Q6IAG0; Q9UKK9
11165,ENSG00000272325,NUDT3,nudix hydrolase 3,Diphosphoinositol polyphosphate phosphohydrolase 1,O95989; B2R8N4
11166,ENSG00000125285,SOX21,SRY-box transcription factor 21,Transcription factor SOX-21,Q5TBS1; P35715; Q15504; Q9Y651
11167,ENSG00000163430,FSTL1,follistatin like 1,Follistatin-related protein 1,B4DTT5; Q549Z0; Q12841; A8K523; D3DN90
11168,ENSG00000164985,PSIP1,PC4 and SRSF1 interacting protein 1,PC4 and SFRS1-interacting protein,D3DRI9; O75475; Q9NZI3; O00256; O95368; Q9UER6; Q86YB9; Q6P391
11169,ENSG00000198554,WDHD1,WD repeat and HMG-box DNA binding protein 1,WD repeat and HMG-box DNA-binding protein 1,O75717; F6W0U7; C9JW18
11170,ENSG00000168309,FAM107A,family with sequence similarity 107 member A,Actin-associated protein FAM107A,Q96NH4; B3KNQ4; O95990; B7ZAY5; J3KR61
11171,ENSG00000023734,STRAP,serine/threonine kinase receptor associated protein,Serine-threonine kinase receptor-associated protein,Q5TZT4; Q9NTK0; B2R5S5; B4DNJ6; Q9UQC8; Q9Y3F4
11172,ENSG00000120210,INSL6,insulin like 6,Insulin-like peptide INSL6,Q9Y581; A0AVS0; Q9NS16
11173,ENSG00000136378,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,A disintegrin and metalloproteinase with thrombospondin motifs 7,Q9UKP4; Q6P7J9; Q14F51
11174,ENSG00000049192,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,A disintegrin and metalloproteinase with thrombospondin motifs 6,Q5IR87; Q5IR89; Q68DL1; Q59EX6; Q9UKP5; Q5IR88
11176,ENSG00000076108,BAZ2A,bromodomain adjacent to zinc finger domain 2A,Bromodomain adjacent to zinc finger domain protein 2A,O15030; B3KN66; Q68DI8; Q9UIF9; O00536; Q96H26
11177,ENSG00000198604,BAZ1A,bromodomain adjacent to zinc finger domain 1A,Bromodomain adjacent to zinc finger domain protein 1A,Q9NZ15; Q9Y3V3; Q9P065; Q9NRL2; Q9UIG1
11178,ENSG00000061337,LZTS1,leucine zipper tumor suppressor 1,Leucine zipper putative tumor suppressor 1,D3DSQ6; Q9Y5V9; Q9Y5V7; Q9Y5W0; Q9Y250; Q9Y5V8; Q9Y5W1; Q9Y5W2
11179,ENSG00000198839,ZNF277,zinc finger protein 277,Zinc finger protein 277,Q9NRM2; Q75MZ3; Q75MZ2; Q8WY14
11180,ENSG00000178252,WDR6,WD repeat domain 6,tRNA (34-2'-O)-methyltransferase regulator WDR6,Q9NNW5; Q9UF63; Q3MIT1; B4DHK2
11181,ENSG00000118094,TREH,trehalase,Trehalase,Q32MB9; O43280; Q53FY8
11182,ENSG00000160326,SLC2A6,solute carrier family 2 member 6,"Solute carrier family 2, facilitated glucose transporter member 6",Q5SXD7; Q8NCC2; A6NNU6; Q9UGQ3
11183,ENSG00000012983,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5,Mitogen-activated protein kinase kinase kinase kinase 5,Q9Y4K4; A0A0A0MQR1; Q8IYF6
11184,ENSG00000104814,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1,Mitogen-activated protein kinase kinase kinase kinase 1,Q92918
11185,ENSG00000241644,INMT,indolethylamine N-methyltransferase,Indolethylamine N-methyltransferase,O95050; Q3KP49; Q9P1Y2; B8ZZ69; Q9UBY4; Q9UHQ0
11186,ENSG00000068028,RASSF1,Ras association domain family member 1,Ras association domain-containing protein 1,Q5TZT2; Q9NS22; Q9NS23; Q9HB18; O14571; Q0VGC6; B7ZLL1; O60539; Q9HB04; Q9UND4; Q9UND5; O60710
11187,ENSG00000184363,PKP3,plakophilin 3,Plakophilin-3,F8J390; Q9Y446; Q53EX8
11188,ENSG00000010322,NISCH,nischarin,Nischarin,C9J245; Q9Y2I1; Q6PGP3; Q9UFW3; Q7L8M3; Q9UEU4; Q6PIB4; Q9UES6; Q7Z2X6
11189,ENSG00000159409,CELF3,CUGBP Elav-like family member 3,CUGBP Elav-like family member 3,Q5SZQ8; O15414; Q5SZQ7; Q9HB30; Q6NVK0; Q8IZ98; Q499Y6; B7ZKK6; Q9BZC2
11190,ENSG00000126001,CEP250,centrosomal protein 250,Centrosome-associated protein CEP250,O60588; Q9H450; E1P5Q3; Q9BV73; O14812
11191,ENSG00000293199,PTENP1,phosphatase and tensin homolog pseudogene 1,-,-
11193,ENSG00000120688,WBP4,WW domain binding protein 4,WW domain-binding protein 4,Q32P29; O75554; B7Z4M2
11194,ENSG00000197150,ABCB8,ATP binding cassette subfamily B member 8,Mitochondrial potassium channel ATP-binding subunit,O95787; A5D8W3; G3XAP3; Q9NUT2; Q53GM0; B2RBL8; B3KND2; B4DG02
11196,ENSG00000107651,SEC23IP,SEC23 interacting protein,SEC23-interacting protein,Q8IXH5; D3DRD2; Q9BUK5; Q9Y6Y8
11197,ENSG00000156076,WIF1,WNT inhibitory factor 1,Wnt inhibitory factor 1,Q9Y5W5; Q8WVG4; Q6UXI1
11198,ENSG00000092201,SUPT16H,"SPT16 homolog, facilitates chromatin remodeling subunit",FACT complex subunit SPT16,Q9Y5B9; Q9NRX0; Q6P2F1; Q6PJM1; Q6GMT8
11199,ENSG00000109511,ANXA10,annexin A10,Annexin A10,Q96IQ5; Q9UJ72; Q9UJV4
11200,ENSG00000183765,CHEK2,checkpoint kinase 2,Serine/threonine-protein kinase Chk2,Q6QA11; B7ZBF4; Q6QA13; Q9UGF1; Q6QA04; Q6QA10; Q9UGF0; B7ZBF3; Q6QA05; Q9HBS5; Q9HCQ8; Q6QA06; Q6QA07; A8K3Y9; B7ZBF5; O96017; Q6QA08; Q6QA12; Q6QA03
11201,ENSG00000101751,POLI,DNA polymerase iota,DNA polymerase iota,Q9NYH6; Q8N590; Q9UNA4; Q9H0S1
11202,ENSG00000129455,KLK8,kallikrein related peptidase 8,Kallikrein-8,Q9NR68; Q5V9X2; Q9UIL9; Q9UQ47; O60259; Q8IW69; Q5V9X1; Q9HCB3; Q9NR69
11209,-,MST1P2,macrophage stimulating 1 pseudogene 2,-,-
11211,ENSG00000111432,FZD10,frizzled class receptor 10,Frizzled-10,Q9ULW2
11212,ENSG00000147471,PLPBP,pyridoxal phosphate binding protein,Pyridoxal phosphate homeostasis protein,O94903; Q6FI94
11213,ENSG00000090376,IRAK3,interleukin 1 receptor associated kinase 3,Interleukin-1 receptor-associated kinase 3,Q9Y616; B4DQ57
11214,ENSG00000170776,AKAP13,A-kinase anchoring protein 13,A-kinase anchor protein 13,Q14572; Q86W90; Q96JP6; Q9Y5T6; Q8WXQ6; Q96P79; Q59FP6; Q12802; Q9Y5T0
11215,ENSG00000023516,AKAP11,A-kinase anchoring protein 11,A-kinase anchor protein 11,Q9UKA4; O75124; Q9NUK7
11216,ENSG00000108599,AKAP10,A-kinase anchoring protein 10,"A-kinase anchor protein 10, mitochondrial",Q96AJ7; O43572; B2R650
11217,-,-,-,-,-
11218,ENSG00000064703,DDX20,DEAD-box helicase 20,Probable ATP-dependent RNA helicase DDX20,B4DWV7; Q9UHI6; Q9NVM3; Q9UIY0; Q9UF59; Q9Y659; Q96F72
11219,ENSG00000183479,TREX2,three prime repair exonuclease 2,Three prime repair exonuclease 2,Q45F08; Q9UN77; Q9BQ50
11221,ENSG00000143507,DUSP10,dual specificity phosphatase 10,Dual specificity protein phosphatase 10,Q6GSI4; Q9Y6W6; Q9H9Z5; D3DTB4
11222,ENSG00000114686,MRPL3,mitochondrial ribosomal protein L3,Large ribosomal subunit protein uL3m,Q6IBT2; P09001
11223,ENSG00000186715,MST1L,macrophage stimulating 1 like (pseudogene),-,-
11224,ENSG00000136942,RPL35,ribosomal protein L35,Large ribosomal subunit protein uL29,A8K4V7; P42766; Q4VBY5; Q5JTN5; Q9BYF4; Q96QJ7; Q6IBC7
11226,ENSG00000139629,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6,Polypeptide N-acetylgalactosaminyltransferase 6,Q9H6G2; Q8NCL4; Q8IYH4; Q9UIV5
11227,ENSG00000136542,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5,Polypeptide N-acetylgalactosaminyltransferase 5,Q9UHL6; Q9UGK7; Q7Z7M9; A5PKZ1
11228,ENSG00000123094,RASSF8,Ras association domain family member 8,Ras association domain-containing protein 8,A8K1Z0; O95647; Q5SCI2; Q8NHQ8; Q76KB6
11230,ENSG00000243279,PRAF2,PRA1 domain family member 2,PRA1 family protein 2,B2RD20; O60831
11231,ENSG00000025796,SEC63,"SEC63 homolog, protein translocation regulator",Translocation protein SEC63 homolog,Q9UGP8; Q5THN4; Q86VS9; Q8IWL0; Q9NTE0; O95380
11232,ENSG00000256525,POLG2,"DNA polymerase gamma 2, accessory subunit","DNA polymerase subunit gamma-2, mitochondrial",Q96GW2; Q0IJ81; Q9UK94; Q9UHN1; Q9UK35; O00419
11234,ENSG00000110756,HPS5,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2,BLOC-2 complex member HPS5,A8K8S1; Q8N4U0; D3DQY0; A8K6J8; Q9UPZ3; D3DQX9; O95942
11235,ENSG00000114209,PDCD10,programmed cell death 10,Programmed cell death protein 10,D3DNN5; O14811; Q9BUL8; A8K515
11236,ENSG00000170881,RNF139,ring finger protein 139,E3 ubiquitin-protein ligase RNF139,O75485; Q7LDL3; Q8WU17; B3KMD5
11237,ENSG00000101236,RNF24,ring finger protein 24,RING finger protein 24,Q9Y225; D3DVZ2; D3DVZ3; Q9UMH1
11238,ENSG00000169239,CA5B,carbonic anhydrase 5B,"Carbonic anhydrase 5B, mitochondrial",A8K4T5; Q9Y2D0
11240,ENSG00000117115,PADI2,peptidyl arginine deiminase 2,Protein-arginine deiminase type-2,Q96DA7; Q9UPN2; Q9Y2J8
11243,ENSG00000160783,PMF1,polyamine modulated factor 1,Polyamine-modulated factor 1,Q69YZ9; Q6PHR4; Q6P1K2; Q5TCK0; Q86VJ6; Q8N4T6; Q9UBQ3; Q5TCJ8; Q5TCJ9; Q5TCK3; A8K0C5; Q5TCK1; Q6ZVE6
11244,ENSG00000165156,ZHX1,zinc fingers and homeoboxes 1,Zinc fingers and homeoboxes protein 1,Q9UKY1; Q8IWD8
11245,ENSG00000166073,GPR176,G protein-coupled receptor 176,G-protein coupled receptor 176,Q14439; J3KNC6; Q6NXF6; H9NIL9; B4DZ23
11247,ENSG00000182379,NXPH4,neurexophilin 4,Neurexophilin-4,O95158; A8K4I4; Q8N462; Q7Z6L3
11248,ENSG00000182575,NXPH3,neurexophilin 3,Neurexophilin-3,Q8TBF6; Q8NDC3; Q9ULR1; O95157
11249,ENSG00000144227,NXPH2,neurexophilin 2,Neurexophilin-2,O95156; B7WP24; Q75QC3; Q494R1
11250,ENSG00000135973,GPR45,G protein-coupled receptor 45,Probable G-protein coupled receptor 45,Q9Y5Y3; Q6NXU6; Q6NWS4
11251,ENSG00000183134,PTGDR2,prostaglandin D2 receptor 2,Prostaglandin D2 receptor 2,O94765; Q9Y5Y4; Q4QRI6
11252,ENSG00000100266,PACSIN2,protein kinase C and casein kinase substrate in neurons 2,Protein kinase C and casein kinase substrate in neurons protein 2,O95921; Q9NPN1; Q9Y4V2; Q9UNF0; Q96HV9; Q9H0D3
11253,ENSG00000177239,MAN1B1,mannosidase alpha class 1B member 1,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",Q9UKM7; Q5VSG3; Q9Y5K7; Q9BRS9
11254,ENSG00000268104,SLC6A14,solute carrier family 6 member 14,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),Q5H942; Q9UN76
11255,ENSG00000101180,HRH3,histamine receptor H3,Histamine H3 receptor,Q9GZX2; Q4QRI7; Q9H4K8; Q9Y5N1
11257,ENSG00000182165,TP53TG1,TP53 target 1,-,-
11258,ENSG00000137100,DCTN3,dynactin subunit 3,Dynactin subunit 3,A6NII7; Q5T1I5; B2RBM5; O75935; Q9BPU8; Q5T1I7; Q5T8G3
11259,ENSG00000168386,FILIP1L,filamin A interacting protein 1 like,Filamin A-interacting protein 1-like,Q6KFX5; Q8IUM3; B2CNV7; Q13597; Q6KFX6; Q6KFX7; Q8N6Z0; Q4L180; B2CNV8; Q2YDY5
11260,ENSG00000184575,XPOT,exportin for tRNA,Exportin-T,O43784; Q8WUG2; Q9BVS7; O43592; A6NLH1
11261,ENSG00000187446,CHP1,calcineurin like EF-hand protein 1,Calcineurin B homologous protein 1,B2R6H9; Q99653; Q6FHZ9
11262,ENSG00000079263,SP140,SP140 nuclear body protein,Nuclear body protein SP140,Q4ZG66; E7EUR5; Q0VGE5; Q13341; Q3KR17; Q92881; Q13342; Q96TG3; Q53TG1; Q6NSG4; E7ESH9; E9PFJ6
11264,ENSG00000101417,PXMP4,peroxisomal membrane protein 4,Peroxisomal membrane protein 4,Q9Y6I8; Q9H0T4; A2A2I7
11266,ENSG00000081721,DUSP12,dual specificity phosphatase 12,Dual specificity protein phosphatase 12,Q9UNI6; Q5VXA8
11267,ENSG00000159210,SNF8,SNF8 subunit of ESCRT-II,Vacuolar-sorting protein SNF8,Q96H20; Q8IXY3; Q9UN50
11269,ENSG00000157349,DDX19B,DEAD-box helicase 19B,ATP-dependent RNA helicase DDX19B,Q9UMR2; Q6FIB7; B3KNE9; B4DXS6; Q6IAE0; E7EMK4; Q96KE7; Q9H0U0
11270,ENSG00000137404,NRM,nurim,Nurim,Q9UN92; Q5JP59; Q5JP60; I3XIE2; Q5JP58; Q8WU45; Q8IXM6; Q5JP57; B0S7R0; Q9BSX3; B0S7R1; I3XIE3
11272,ENSG00000111215,PRR4,proline rich 4,Proline-rich protein 4,F5H0D7; Q16378; Q8NFB3; A8KA69
11273,ENSG00000168488,ATXN2L,ataxin 2 like,Ataxin-2-like protein,Q99703; Q8IU61; Q8WWM7; Q8WWM5; Q63ZY4; Q6NVJ8; Q8WWM4; Q8IU95; A8K1R6; Q8WWM6; O95135; Q6PJW6; Q8WWM3; B9EGM2; E9PAR9
11274,ENSG00000184979,USP18,ubiquitin specific peptidase 18,Ubl carboxyl-terminal hydrolase 18,Q6IAD9; Q9UMW8; Q53Y90; Q9NY71
11275,ENSG00000109466,KLHL2,kelch like family member 2,Kelch-like protein 2,O95198; A6NCM7; Q8TBH5; B4DFH7; B2RD18; Q8N484; F5H6M3
11276,ENSG00000275066,SYNRG,synergin gamma,Synergin gamma,A8MWU4; Q5BKU5; Q9UMZ2; Q17RI2; B7ZKZ2; B7ZKZ3; Q6ZT17
11277,ENSG00000213689,TREX1,three prime repair exonuclease 1,Three-prime repair exonuclease 1,B2RCN9; Q9BPW1; Q9NSU2; Q8TEU2; Q9Y4X2
11278,ENSG00000118922,KLF12,KLF transcription factor 12,Krueppel-like factor 12,Q5VZM7; A8K5T2; Q9Y4X4; Q9UHZ0; L0R3J4
11279,ENSG00000102349,KLF8,KLF transcription factor 8,Krueppel-like factor 8,Q5JXP7; B4DJN3; E7EQQ8; L0R3U8; Q6MZJ7; O95600; Q59GV5; Q5HYQ5; Q2M246; Q9UGC4; L0R4U2
11280,ENSG00000168356,SCN11A,sodium voltage-gated channel alpha subunit 11,Sodium channel protein type 11 subunit alpha,Q68K15; Q9UI33; C9JD48; Q8NDX3; A6NN05; Q9UHE0; C9JR31; Q9UHM0
11281,ENSG00000106536,POU6F2,POU class 6 homeobox 2,"POU domain, class 6, transcription factor 2",P78424; Q75ME8; C4AMB9; Q86UM6; A4D1W2; P78425; Q9UDS7
11282,ENSG00000161013,MGAT4B,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",A8MPR0; Q9NSK6; Q86TF1; Q9UQ53; Q96GH4
11283,ENSG00000186526,CYP4F8,cytochrome P450 family 4 subfamily F member 8,Cytochrome P450 4F8,P98187
11284,ENSG00000039650,PNKP,polynucleotide kinase 3'-phosphatase,Bifunctional polynucleotide phosphatase/kinase,Q96T60; Q9P1V2; Q9UNF8; Q9UNI0; Q9UKU8; Q9BUL2
11285,ENSG00000027847,B4GALT7,"beta-1,4-galactosyltransferase 7","Beta-1,4-galactosyltransferase 7",Q9UHN2; Q9UBV7; B3KN39
11309,ENSG00000137491,SLCO2B1,solute carrier organic anion transporter family member 2B1,Solute carrier organic anion transporter family member 2B1,Q9UFU1; O94956; A8K2G9; B4DGA9; A0A024R5I4; Q9H2Z0; E7ERN5; E9PPU8; B4DTB0
11311,ENSG00000136631,VPS45,vacuolar protein sorting 45 homolog,Vacuolar protein sorting-associated protein 45,F5H8K1; Q5T4P6; D3DUZ9; Q53FR8; Q9NRW7; Q15715; Q9Y4Z6
11313,ENSG00000011009,LYPLA2,lysophospholipase 2,Acyl-protein thioesterase 2,O95372; Q7Z4Z2
11314,ENSG00000167851,CD300A,CD300a molecule,CMRF35-like molecule 8,Q9UGN4; Q9UMS9; Q9UMT0; O95100; A8MW96; Q9HD97; Q9P0F3; Q9UBK4
11315,ENSG00000116288,PARK7,Parkinsonism associated deglycase,Parkinson disease protein 7,Q7LFU2; Q6DR95; B2R4Z1; O14805; Q99497
11316,ENSG00000105669,COPE,COPI coat complex subunit epsilon,Coatomer subunit epsilon,O14579; A6NE29; A6NKA3; Q9UGP6; O76097; Q6IBB8
11317,ENSG00000124232,RBPJL,recombination signal binding protein for immunoglobulin kappa J region like,Recombining binding protein suppressor of hairless-like protein,Q5QPV0; O95723; Q9ULV9; Q9UBG7; Q5QPU9
11318,ENSG00000166856,GPR182,G protein-coupled receptor 182,G-protein coupled receptor 182,O15218
11319,ENSG00000122882,ECD,ecdysoneless cell cycle regulator,Protein ecdysoneless homolog,O95905; C9JX46; E9PAW8
11320,ENSG00000071073,MGAT4A,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",D3DVH6; Q9UM21; Q86Z15; B4E2R6; E9PEN2; Q53S97
11321,ENSG00000198522,GPN1,GPN-loop GTPase 1,GPN-loop GTPase 1,B4DQJ5; O76004; B4DXU4; Q9HCN4; B5MBZ5; B4DQM4
11322,ENSG00000141524,TMC6,transmembrane channel like 6,Transmembrane channel-like protein 6,O43284; Q45VJ2; Q8TEQ7; Q8IUI7; Q8IWU8; Q9HAG5; Q8IU98; Q7Z403
11325,ENSG00000198231,DDX42,DEAD-box helicase 42,ATP-dependent RNA helicase DDX42,Q86XP3; Q96HR7; Q9Y3V8; A6NML1; Q68G51; O75619; A8KA43; Q96BK1
11326,ENSG00000155659,VSIG4,V-set and immunoglobulin domain containing 4,V-set and immunoglobulin domain-containing protein 4,Q9Y279; Q6UXI4
11328,ENSG00000122642,FKBP9,FKBP prolyl isomerase 9,Peptidyl-prolyl cis-trans isomerase FKBP9,Q96EX5; B3KY35; B7Z1G9; Q3MIR7; Q2M2A1; O95302; B7Z6H3; Q6IN76; Q96IJ9; Q6P2N1
11329,ENSG00000112079,STK38,serine/threonine kinase 38,Serine/threonine-protein kinase 38,Q503A1; Q15208
11330,ENSG00000162438,CTRC,chymotrypsin C,Chymotrypsin-C,Q99895; A8K082; Q9NUH5; O00765
11331,ENSG00000215021,PHB2,prohibitin 2,Prohibitin-2,Q92978; B4DP75; Q2YDA4; Q7KYU3; Q99623
11332,ENSG00000097021,ACOT7,acyl-CoA thioesterase 7,Cytosolic acyl coenzyme A thioester hydrolase,Q9UJM9; Q5JYL2; Q53Y78; O00154; Q5TGR4; A8K0K7; A8K232; B3KQ12; O43703; Q5JYL3; Q5JYL4; Q5JYL5; Q5JYL6; Q9Y539; Q9Y540; A8K6B8; A8K837
11333,ENSG00000106244,PDAP1,PDGFA associated protein 1,28 kDa heat- and acid-stable phosphoprotein,Q13442; D6W5S5; Q92906
11334,ENSG00000114383,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator",Tumor suppressor candidate 2,B2R4Y9; O75896
11335,ENSG00000122565,CBX3,chromobox 3,Chromobox protein homolog 3,Q96CD7; Q9BVS3; Q99409; Q13185; Q9P0Z6
11336,ENSG00000180104,EXOC3,exocyst complex component 3,Exocyst complex component 3,O60645; Q8TEN6; Q6P2E8; Q96DI4; Q8WUW0
11337,ENSG00000170296,GABARAP,GABA type A receptor-associated protein,Gamma-aminobutyric acid receptor-associated protein,O95166
11338,ENSG00000063244,U2AF2,U2 small nuclear RNA auxiliary factor 2,Splicing factor U2AF 65 kDa subunit,P26368; Q96HC5
11339,ENSG00000104147,OIP5,Opa interacting protein 5,Protein Mis18-beta,O43482; Q96BX7
11340,ENSG00000120699,EXOSC8,exosome component 8,Exosome complex component RRP43,Q96B26; Q5TBA5; O43480
11341,ENSG00000164106,SCRG1,stimulator of chondrogenesis 1,Scrapie-responsive protein 1,O75711
11342,ENSG00000082996,RNF13,ring finger protein 13,E3 ubiquitin-protein ligase RNF13,O43567; B3KR12; A6NC87; Q05D66; Q6IBJ9
11343,ENSG00000074416,MGLL,monoglyceride lipase,Monoglyceride lipase,Q99685; B7Z9D1; B3KRC2; Q6IBG9; Q96AA5
11344,ENSG00000247596,TWF2,twinfilin actin binding protein 2,Twinfilin-2,Q6IBS0; Q9Y3F5
11345,ENSG00000034713,GABARAPL2,GABA type A receptor associated protein like 2,Gamma-aminobutyric acid receptor-associated protein-like 2,Q6FG91; Q9DCP8; Q9UQF7; O08765; P60520
11346,ENSG00000171992,SYNPO,synaptopodin,Synaptopodin,Q9UPX1; A5PKZ8; D3DQG8; O15271; Q8N3V7
22794,ENSG00000108349,CASC3,CASC3 exon junction complex subunit,Protein CASC3,O15234; A8K8R0
22795,ENSG00000087303,NID2,nidogen 2,Nidogen-2,A8K6I7; B4DU19; O43710; Q14112
22796,ENSG00000135775,COG2,component of oligomeric golgi complex 2,Conserved oligomeric Golgi complex subunit 2,Q86U99; Q14746
22797,ENSG00000105967,TFEC,transcription factor EC,Transcription factor EC,B2R8X5; Q709A4; Q5H9U8; Q8N6J9; O14948
22798,ENSG00000091128,LAMB4,laminin subunit beta 4,Laminin subunit beta-4,A4D0S4; Q8NBX5; B2RTT3; A5PKU6; B5MEB9; Q86TP7; Q86XN2
22800,ENSG00000133818,RRAS2,RAS related 2,Ras-related protein R-Ras2,B7Z5Z2; B2R9Z3; P62070; B7Z6C4; P17082; B7Z7H6
